kind	offset	type	field	parent	default
87	0x01c4	f32	walk_accel_add_mul	param_attack	0.45449999
87	0x01c8	i32	start_both_frame	param_attack	16
87	0x01cc	i32	start_intp_frame	param_attack	5
87	0x01d0	i32	stop_frame_short	param_attack	0
87	0x01d4	i32	stop_frame_long	param_attack	85
87	0x01d8	f32	hold_shoot_frame_mul	param_attack	1
87	0x01dc	f32	air_angle	param_attack	0
87	0x01e0	f32	air_angle_behind	param_attack	0
87	0x01e4	f32	air_long_speed_x_max_mul	param_attack	0.649999976
87	0x01e8	f32	hop_threshold_speed_y	param_attack	1
87	0x01ec	f32	hop_speed_y	param_attack	1.20000005
87	0x01f0	f32	unk_21fd7b55bd	param_attack	
87	0x01f4	f32	special_stick_x	param_attack	0.400000006
87	0x01f8	i32	start_sync_leg_frame	param_attack	6
87	0x01fc	i32	map_coll_offset_frame	param_attack	11
87	0x0200	f32	map_coll_offset_x	param_attack	0
87	0x0204	i32	end_back_rotate_frame	param_attack	24
87	0x0208	f32	end_back_rotate_rate	param_attack	0.300000012
87	0x020c	f32	speed	param_beam	14
87	0x0210	f32	length_max	param_beam	40
87	0x0214	f32	ray_check_start_pos_back_length	param_beam	2
87	0x0218	f32	ground_hit_length_min	param_beam	4
87	0x021c	f32	unk_1a75dba456	param_beam	0.0599999987
87	0x0220	f32	radius	param_search_beam	3
87	0x0228	f32	catch_radius	param_ring	6
87	0x022c	f32	catch_offset_x1	param_ring	0
87	0x0230	f32	catch_offset_y1	param_ring	2
87	0x0234	f32	catch_offset_x2	param_ring	-10
87	0x0238	f32	catch_offset_y2	param_ring	-2
87	0x0240	hash40	node	param_ring	0
87	0x0248	f32	node_offset_x	param_ring	0
87	0x024c	f32	node_offset_y	param_ring	0
87	0x0250	i32	rewind_frame	param_ring	3
87	0x0254	f32	radius	param_ring	19.5
87	0x0258	f32	scale	param_ring	
87	0x025c	f32	range	param_ring	12
87	0x0260	f32	range_hold	param_ring	10
87	0x02c8	f32	final_start_speed	param_final	1.70000005
87	0x02cc	f32	final_start_vector	param_final	55
87	0x02d0	f32	final_start_motion_rate	param_final	0.300000012
87	0x02d4	i32	disable_pass_frame	param_final	10
87	0x02d8	i32	final_ready_frame	param_final	12
87	0x02dc	f32	final_finish_attack_angle_min	param_final	45
87	0x02e0	f32	final_finish_attack_angle_max	param_final	
87	0x02e8	hash40	target_motion_kind_	param_final	0
87	0x02f0	f32	target_motion_start_frame_	param_final	2
87	0x02f4	f32	target_motion_rate_	param_final	0
87	0x02f8	f32	target_motion_start_rate_	param_final	0.00999999978
87	0x0318	i32	catch_reach_stop_frame	param_catch	6
87	0x031c	i32	catch_reach_frame	param_catch	6
87	0x0320	i32	catch_reach_deccel_start_frame	param_catch	3
87	0x0324	f32	catch_reach_deccel	param_catch	2
87	0x0328	i32	catch_rewind_frame	param_catch	8
87	0x032c	i32	catch_rewind_deccel_start_frame	param_catch	0
87	0x0330	f32	catch_rewind_deccel	param_catch	0
87	0x0334	i32	catch_map_coll_offset_frame	param_catch	15
87	0x0338	f32	catch_start_map_coll_offset_y	param_catch	7
87	0x033c	f32	catch_start_map_coll_offset_z	param_catch	21.5
87	0x0340	i32	catch_dash_reach_frame	param_catch	6
87	0x0344	i32	catch_dash_reach_deccel_start_frame	param_catch	3
87	0x0348	f32	catch_dash_reach_deccel	param_catch	2
87	0x034c	i32	catch_dash_rewind_frame	param_catch	8
87	0x0350	i32	catch_dash_rewind_deccel_start_frame	param_catch	0
87	0x0354	f32	catch_dash_rewind_deccel	param_catch	0
87	0x0358	i32	catch_dash_map_coll_offset_frame	param_catch	11
87	0x035c	f32	catch_dash_start_map_coll_offset_y	param_catch	7
87	0x0360	f32	catch_dash_start_map_coll_offset_z	param_catch	
87	0x0364	i32	catch_turn_reach_frame	param_catch	6
87	0x0368	i32	catch_turn_reach_deccel_start_frame	param_catch	3
87	0x036c	f32	catch_turn_reach_deccel	param_catch	2
87	0x0370	i32	catch_turn_rewind_frame	param_catch	8
87	0x0374	i32	catch_turn_rewind_deccel_start_frame	param_catch	0
87	0x0378	f32	catch_turn_rewind_deccel	param_catch	0
87	0x037c	i32	catch_turn_map_coll_offset_frame	param_catch	15
87	0x0380	f32	catch_turn_start_map_coll_offset_y	param_catch	7
87	0x0384	f32	catch_turn_start_map_coll_offset_z	param_catch	
87	0x0388	i32	catch_pull_frame	param_catch	6
87	0x038c	f32	catch_pull_imm_distance	param_catch	20
87	0x0390	f32	catch_map_coll_offset_x	param_catch	5
88	0x00c8	i32	material_normal_max	param_private	100
88	0x00cc	i32	material_normal_max_kirby	param_private	20
88	0x00d0	i32	material_gold_max	param_private	12
88	0x00d4	i32	material_red_stone_max	param_private	15
88	0x00d8	i32	material_diamond_max	param_private	5
88	0x00dc	i32	start_material_grade_1_num	param_private	36
88	0x00e0	i32	start_material_wood_num	param_private	18
88	0x00e4	i32	start_material_stone_num	param_private	0
88	0x00e8	i32	start_material_iron_num	param_private	3
88	0x00ec	i32	start_material_gold_num	param_private	0
88	0x00f0	i32	start_material_red_stone_num	param_private	2
88	0x00f4	i32	start_material_diamond_num	param_private	0
88	0x00f8	i32	start_material_grade_1_num_kirby	param_private	4
88	0x00fc	i32	start_material_wood_num_kirby	param_private	2
88	0x0100	i32	start_material_stone_num_kirby	param_private	0
88	0x0104	i32	start_material_iron_num_kirby	param_private	1
88	0x0108	i32	start_material_gold_num_kirby	param_private	0
88	0x010c	i32	start_material_red_stone_num_kirby	param_private	0
88	0x0110	i32	start_material_diamond_num_kirby	param_private	0
88	0x0114	i32	start_homerun_material_grade_1_num	param_private	10
88	0x0118	i32	start_homerun_material_homerun_wood_num	param_private	10
88	0x011c	i32	start_homerun_material_homerun_stone_num	param_private	10
88	0x0120	i32	start_homerun_material_homerun_iron_num	param_private	10
88	0x0124	i32	start_homerun_material_homerun_gold_num	param_private	1
88	0x0128	i32	start_homerun_material_homerun_red_stone_num	param_private	1
88	0x012c	i32	start_homerun_material_homerun_diamond_num	param_private	1
88	0x0130	i32	craft_weapon_have_count	param_private	60
88	0x0134	f32	move_weight_speed_min	param_private	0.100000001
88	0x0138	f32	move_weight_speed_max	param_private	0.800000012
88	0x013c	f32	move_weight_min	param_private	
88	0x0140	f32	move_rate_fix	param_private	1
88	0x0144	f32	move_weight_fix	param_private	1
88	0x0148	i32	move_weight_comp_frame	param_private	5
88	0x014c	f32	move_rate_speed_min_walk	param_private	0.300000012
88	0x0150	f32	move_rate_speed_max_walk	param_private	0.600000024
88	0x0154	f32	move_rate_min_walk	param_private	0.5
88	0x0158	f32	move_rate_max_walk	param_private	1
88	0x015c	f32	move_rate_speed_min_run	param_private	1
88	0x0160	f32	move_rate_speed_max_run	param_private	1.5
88	0x0164	f32	move_rate_min_run	param_private	1
88	0x0168	f32	move_rate_max_run	param_private	1.5
88	0x016c	f32	move_weight_speed_min_turn_run	param_private	0.200000003
88	0x0170	f32	move_weight_speed_max_turn_run	param_private	
88	0x0174	f32	move_weight_min_turn_run	param_private	
88	0x0178	f32	move_rate_speed_min_turn_run	param_private	
88	0x017c	f32	move_rate_speed_max_turn_run	param_private	
88	0x0180	f32	move_rate_min_turn_run	param_private	1
88	0x0184	f32	move_rate_max_turn_run	param_private	1
88	0x0188	f32	move_rate_speed_min_jump	param_private	
88	0x018c	f32	move_rate_speed_max_jump	param_private	0.899999976
88	0x0190	f32	move_rate_min_jump	param_private	
88	0x0194	f32	move_rate_max_jump	param_private	1.10000002
88	0x0198	f32	move_rate_speed_min_fall	param_private	
88	0x019c	f32	move_rate_speed_max_fall	param_private	
88	0x01a0	f32	move_rate_min_fall	param_private	0.5
88	0x01a4	f32	move_rate_max_fall	param_private	1
88	0x01a8	f32	move_rate_speed_min_damage_fall	param_private	
88	0x01ac	f32	move_rate_speed_max_damage_fall	param_private	
88	0x01b0	f32	move_rate_min_damage_fall	param_private	0.5
88	0x01b4	f32	move_rate_max_damage_fall	param_private	1
88	0x01b8	f32	move_weight_speed_min_damage	param_private	0.5
88	0x01bc	f32	move_weight_speed_max_damage	param_private	1.5
88	0x01c0	f32	move_weight_min_damage	param_private	
88	0x01c4	f32	move_rate_speed_min_damage	param_private	1
88	0x01c8	f32	move_rate_speed_max_damage	param_private	3
88	0x01cc	f32	move_rate_min_damage	param_private	1.25
88	0x01d0	f32	move_rate_max_damage	param_private	1.75
88	0x01d4	f32	head_angle_stick_y_min	param_private	
88	0x01d8	f32	head_angle_speed_min	param_private	1
88	0x01dc	f32	head_angle_speed_max	param_private	3
88	0x01e0	f32	head_angle_accel	param_private	
88	0x01e4	f32	head_angle_min	param_private	10
88	0x01e8	f32	head_angle_max	param_private	60
88	0x01ec	f32	head_angle_intp	param_private	0.25
88	0x01f0	i32	unk_197dfb81ec	param_private	40
88	0x01f4	f32	have_tool_shoulder_angle	param_private	20
88	0x01f8	i32	attack_air_lw_interval	param_private	120
88	0x01fc	i32	attack_air_lw_enable_jump_frame	param_private	5
88	0x0200	i32	attack_air_lw_attack_end_frame	param_private	30
88	0x0204	i32	attack_air_lw_attack_end_frame_outside_up	param_private	400
88	0x0208	i32	unk_188e0b0db2	param_private	1
88	0x020c	f32	attack_air_lw_ray_check_length	param_private	2.0999999
88	0x0210	i32	table_entry_frame	param_private	240
88	0x0214	i32	unk_1de98d9201	param_private	4
88	0x0218	i32	unk_1f3feb8acd	param_private	18
88	0x021c	f32	melt_offset_x_front	param_private	9
88	0x0220	f32	melt_offset_y_front	param_private	-0.00999999978
88	0x0224	f32	melt_offset_x_back	param_private	-9
88	0x0228	f32	melt_offset_y_back	param_private	
88	0x022c	f32	melt_scale	param_private	1
88	0x0230	f32	fire_offset_x	param_private	14
88	0x0234	f32	unk_24ad03213f	param_private	7.5
88	0x0238	f32	unk_24da0411a9	param_private	8
88	0x023c	f32	catch_pull_speed	param_private	4
88	0x0240	f32	catch_pull_end_length	param_private	
88	0x0244	i32	unk_16603cfe0a	param_private	1
88	0x0248	f32	unk_174ecdb65f	param_private	
88	0x024c	f32	unk_1a797744d3	param_private	1.20000005
88	0x0250	f32	unk_1a0e707445	param_private	-15
88	0x0254	i32	unk_21cb22a6b3	param_private	1
88	0x0258	i32	landing_high_place_frame	param_private	40
88	0x025c	i32	jump_mini_frame	param_private	1
88	0x02f0	f32	speed_x_gg	jostle_data_forge	5
88	0x02f4	f32	speed_x_ga	jostle_data_forge	5
88	0x02f8	f32	speed_x_ag	jostle_data_forge	5
88	0x02fc	f32	speed_x_aa	jostle_data_forge	5
88	0x0300	f32	speed_z	jostle_data_forge	
88	0x0304	f32	pos_z_max	jostle_data_forge	0.5
88	0x0308	f32	center_x	jostle_data_forge	0
88	0x030c	f32	center_y	jostle_data_forge	6
88	0x0310	f32	width	jostle_data_forge	5
88	0x0314	f32	height	jostle_data_forge	7
88	0x0318	f32	push_speed	jostle_data_forge	5
88	0x031c	f32	overlap_rate	jostle_data_forge	10
88	0x0320	u32	shape_type	map_collision_forge	
88	0x0324	f32	up	map_collision_forge	10
88	0x0328	f32	down	map_collision_forge	0
88	0x032c	f32	half_width	map_collision_forge	4
88	0x0378	f32	speed_x_gg	jostle_data_pushobject	5
88	0x037c	f32	speed_x_ga	jostle_data_pushobject	5
88	0x0380	f32	speed_x_ag	jostle_data_pushobject	5
88	0x0384	f32	speed_x_aa	jostle_data_pushobject	5
88	0x0388	f32	speed_z	jostle_data_pushobject	
88	0x038c	f32	pos_z_max	jostle_data_pushobject	0.5
88	0x0390	f32	center_x	jostle_data_pushobject	0
88	0x0394	f32	center_y	jostle_data_pushobject	5
88	0x0398	f32	width	jostle_data_pushobject	7
88	0x039c	f32	height	jostle_data_pushobject	10
88	0x03c0	u32	shape_type	map_collision_sword	
88	0x03c4	f32	center_y	map_collision_sword	2
88	0x03c8	f32	radius	map_collision_sword	3
88	0x03cc	u32	shape_type	map_collision_axe	
88	0x03d0	f32	center_y	map_collision_axe	2
88	0x03d4	f32	radius	map_collision_axe	3
88	0x03d8	u32	shape_type	map_collision_pick	
88	0x03dc	f32	center_y	map_collision_pick	2
88	0x03e0	f32	radius	map_collision_pick	3
88	0x03e4	u32	shape_type	map_collision_shovel	
88	0x03e8	f32	center_y	map_collision_shovel	2
88	0x03ec	f32	radius	map_collision_shovel	3
88	0x03f0	u32	shape_type	map_collision_crack	
88	0x03f4	f32	center_y	map_collision_crack	0
88	0x03f8	f32	radius	map_collision_crack	0.00100000005
88	0x03fc	u32	shape_type	map_collision_fire	
88	0x0400	f32	up	map_collision_fire	2
88	0x0404	f32	down	map_collision_fire	0
88	0x0408	f32	half_width	map_collision_fire	1
88	0x040c	u32	shape_type	map_collision_melt	
88	0x0410	f32	up	map_collision_melt	2
88	0x0414	f32	down	map_collision_melt	0
88	0x0418	f32	half_width	map_collision_melt	1
88	0x04f8	f32	hp_grade_1	param_pickelobject	8
88	0x04fc	f32	hp_wood	param_pickelobject	12
88	0x0500	f32	hp_stone	param_pickelobject	16
88	0x0504	f32	hp_iron	param_pickelobject	20
88	0x0508	f32	damage_hit_fighter	param_pickelobject	8
88	0x050c	i32	damage_hit_fighter_stop_frame	param_pickelobject	1
88	0x0510	f32	crack_hp_percent	param_pickelobject	90
88	0x0514	f32	crack_max_hp_percent	param_pickelobject	10
88	0x0518	i32	life	param_pickelobject	3600
88	0x051c	i32	flash_start_frame	param_pickelobject	120
88	0x0520	f32	auto_damage	param_pickelobject	0.0199999996
88	0x0524	f32	fighter_landing_damage_mul	param_pickelobject	8
88	0x0528	i32	fighter_landing_damage_mul_frame	param_pickelobject	18
88	0x052c	i32	crack_level	param_pickelobject	10
88	0x0530	f32	camera_range_damag_mul_start_rate	param_pickelobject	0.5
88	0x0534	f32	camera_range_damag_mul_end_rate	param_pickelobject	6.5
88	0x0538	f32	camera_range_damag_mul_min	param_pickelobject	3
88	0x053c	f32	camera_range_damag_mul_max	param_pickelobject	20
88	0x0540	i32	generate_continuous_forbid_frame	param_pickelobject	20
88	0x0544	f32	replace_hp_range_x_from_owner	param_pickelobject	150
88	0x0548	f32	replace_hp_range_y_from_owner	param_pickelobject	100
88	0x054c	f32	replace_hp	param_pickelobject	3
88	0x0550	i32	damage_attack_stop_frame	param_pickelobject	3
88	0x0554	i32	jostle_touch_ground_frame	param_pickelobject	1
88	0x0558	i32	can_update_frame	param_pickelobject	60
88	0x055c	i32	jostle_up_touch_ground_frame	param_pickelobject	1
88	0x0560	i32	jostle_up_touch_air_frame	param_pickelobject	60
88	0x05b0	i32	craft_material_num_diamond	param_craft_data_table	1
88	0x05b4	i32	craft_material_num_gold	param_craft_data_table	4
88	0x05b8	i32	craft_material_num_iron	param_craft_data_table	4
88	0x05bc	i32	craft_material_num_stone	param_craft_data_table	1
88	0x05c0	i32	craft_material_num_wood	param_craft_data_table	2
88	0x05c4	i32	repair_material_num_diamond	param_craft_data_table	1
88	0x05c8	i32	repair_material_num_gold	param_craft_data_table	4
88	0x05cc	i32	repair_material_num_iron	param_craft_data_table	2
88	0x05d0	i32	repair_material_num_stone	param_craft_data_table	1
88	0x05d4	i32	repair_material_num_wood	param_craft_data_table	1
88	0x05d8	i32	create_table_material_num_diamond	param_craft_data_table	999
88	0x05dc	i32	create_table_material_num_gold	param_craft_data_table	999
88	0x05e0	i32	create_table_material_num_iron	param_craft_data_table	1
88	0x05e4	i32	create_table_material_num_stone	param_craft_data_table	4
88	0x05e8	i32	create_table_material_num_wood	param_craft_data_table	2
88	0x05ec	u32	shape_type	map_collision_table	
88	0x05f0	f32	up	map_collision_table	10
88	0x05f4	f32	down	map_collision_table	0
88	0x05f8	f32	half_width	map_collision_table	5
88	0x05fc	f32	speed_x_gg	jostle_data_table	5
88	0x0600	f32	speed_x_ga	jostle_data_table	5
88	0x0604	f32	speed_x_ag	jostle_data_table	5
88	0x0608	f32	speed_x_aa	jostle_data_table	5
88	0x060c	f32	speed_z	jostle_data_table	0.100000001
88	0x0610	f32	pos_z_max	jostle_data_table	0.5
88	0x0614	f32	center_x	jostle_data_table	0
88	0x0618	f32	center_y	jostle_data_table	5
88	0x061c	f32	width	jostle_data_table	6.4000001
88	0x0620	f32	height	jostle_data_table	10
88	0x0624	f32	overlap_rate	jostle_data_table	15
88	0x0628	hash40	joint_id	unk_1cce34a390	0
88	0x0630	f32	offset_x	unk_1cce34a390	0
88	0x0634	f32	offset_y	unk_1cce34a390	5
88	0x0638	f32	width	unk_1cce34a390	10
88	0x063c	f32	height	unk_1cce34a390	10
88	0x0640	hash40	joint_id	unk_1b249a0de2	0
88	0x0648	f32	offset_x	unk_1b249a0de2	0
88	0x064c	f32	offset_y	unk_1b249a0de2	5
88	0x0650	f32	width	unk_1b249a0de2	10
88	0x0654	f32	height	unk_1b249a0de2	10
88	0x06b8	u32	shape_type	map_collision_trolley	
88	0x06bc	f32	up	map_collision_trolley	8
88	0x06c0	f32	down	map_collision_trolley	-1
88	0x06c4	f32	half_width	map_collision_trolley	6
88	0x06c8	f32	half_width_fly	map_collision_trolley	4
88	0x06cc	f32	center_x	area_data_trolley	0
88	0x06d0	f32	center_y	area_data_trolley	2.5
88	0x06d4	f32	width	area_data_trolley	10
88	0x06d8	f32	height	area_data_trolley	5
88	0x06dc	f32	speed_x_gg	jostle_data_trolley	
88	0x06e0	f32	speed_x_ga	jostle_data_trolley	
88	0x06e4	f32	speed_x_ag	jostle_data_trolley	
88	0x06e8	f32	speed_x_aa	jostle_data_trolley	
88	0x06ec	f32	speed_z	jostle_data_trolley	0
88	0x06f0	f32	pos_z_max	jostle_data_trolley	0
88	0x06f4	f32	center_x	jostle_data_trolley	0
88	0x06f8	f32	center_y	jostle_data_trolley	5
88	0x06fc	f32	width	jostle_data_trolley	4.80000019
88	0x0700	f32	height	jostle_data_trolley	7
88	0x0704	f32	push_speed	jostle_data_trolley	0.5
88	0x0708	u32	shape_type	map_collision_rail	
88	0x070c	f32	up	map_collision_rail	1
88	0x0710	f32	down	map_collision_rail	0
88	0x0714	f32	half_width	map_collision_rail	0.5
88	0x0718	f32	half_width_fly	map_collision_rail	0.5
88	0x0750	f32	reaction	param_pickelbomb	10
88	0x0754	f32	power	param_pickelbomb	
88	0x0758	f32	mul	param_pickelbomb	2
88	0x075c	f32	ignition	param_pickelbomb	10
88	0x0760	f32	cost_grade4	param_pickelbomb	
88	0x0764	i32	life	param_pickelbomb	420
88	0x0768	i32	lost	param_pickelbomb	30
88	0x076c	f32	speed_y	param_pickelbomb	2.5
88	0x0770	f32	gravity_accel	param_pickelbomb	0.5
88	0x0774	f32	gravity_accel_max	param_pickelbomb	2
88	0x0778	i32	gravity_frame	param_pickelbomb	10
88	0x077c	i32	flashing_frame_before_life	param_pickelbomb	200
88	0x0780	f32	range_x1	param_plate	-4
88	0x0784	f32	range_x2	param_plate	4
88	0x0788	f32	range_y1	param_plate	0
88	0x078c	f32	range_y2	param_plate	6
88	0x0790	i32	frame	param_plate	600
88	0x0794	f32	range_stone	param_plate	
88	0x0798	i32	hit_stop	param_plate	13
88	0x079c	f32	width	param_plate	10
88	0x07a0	i32	life	param_stone	600
88	0x07a4	i32	frame	param_stone	12
88	0x07a8	f32	width	param_stone	10
88	0x07c8	u32	shape_type	map_collision_plate	
88	0x07cc	f32	up	map_collision_plate	1
88	0x07d0	f32	down	map_collision_plate	0
88	0x07d4	f32	half_width	map_collision_plate	0.5
88	0x07d8	u32	shape_type	map_collision_stone	
88	0x07dc	f32	up	map_collision_stone	1
88	0x07e0	f32	down	map_collision_stone	0
88	0x07e4	f32	half_width	map_collision_stone	0.5
88	0x07e8	f32	rhombus_offset_front	param_final	0
88	0x07ec	f32	rhombus_offset_back	param_final	0
88	0x07f0	f32	rhombus_offset_up	param_final	0
88	0x07f4	i32	rhombus_offset_frame	param_final	10
88	0x07f8	f32	motion_skip_rate	param_final	0
88	0x07fc	i32	target_slow_rate	param_final	0
88	0x0800	f32	target_speed_x	param_final	2
88	0x0804	f32	target_speed_y	param_final	
88	0x0808	f32	target_accel_y	param_final	
88	0x080c	f32	target_brake_x	param_final	0.119999997
88	0x0810	f32	target_motion_rate	param_final	
88	0x0814	f32	target_pushfinal_offset_x	param_final	35
88	0x0818	f32	target_pushfinal_offset_y	param_final	-10
88	0x081c	i32	target_move_frame	param_final	7
88	0x0820	hash40	target_move_motion_kind	param_final	0
88	0x0828	hash40	target_move_motion_kind_air	param_final	0
88	0x0830	f32	target_dist_offset_x	param_final	1
88	0x0834	f32	target_dist_offset_y	param_final	7
88	0x0838	f32	final_start_vector	param_final	20
88	0x083c	f32	final_start_speed	param_final	4.5
88	0x0840	hash40	final_start_motion_kind	param_final	0
88	0x0848	f32	final_start_motion_frame	param_final	3
88	0x084c	f32	final_start_motion_rate	param_final	1.5
88	0x0850	i32	final_ready_frame	param_final	15
88	0x0854	i32	whole_slow_mul	param_final	4
88	0x0858	f32	finish_attack_angle_min	param_final	
88	0x085c	f32	finish_attack_angle_max	param_final	
88	0x0860	f32	near_clip_scene_01	param_final	
88	0x0864	i32	clear_color_r	param_final	0
88	0x0868	i32	clear_color_g	param_final	0
88	0x086c	i32	clear_color_b	param_final	0
88	0x0870	i32	end_clear_color_r	param_final	255
88	0x0874	i32	end_clear_color_g	param_final	255
88	0x0878	i32	end_clear_color_b	param_final	255
88	0x0880	hash40	target_motion_kind_1	param_final	0
88	0x0888	f32	target_motion_start_frame_1	param_final	1
88	0x088c	f32	target_motion_rate_1	param_final	0
88	0x0890	hash40	target_motion_kind_2	param_final	0
88	0x0898	f32	target_motion_start_frame_2	param_final	1
88	0x089c	f32	target_motion_rate_2	param_final	
88	0x08a0	i32	target_motion_comp_frame	param_final	0
88	0x08a4	f32	target_motion_skip_rate	param_final	0
89	0x00b0	f32	attack_f_raycheck_length	param_private	1.39999998
89	0x00b4	f32	attack_f_raycheck_angle	param_private	270
89	0x00b8	f32	attack_f_raycheck_length_2	param_private	1.45000005
89	0x00bc	f32	attack_f_raycheck_angle_2	param_private	-75
89	0x00c0	f32	attack_f_raycheck_length_3	param_private	1.60000002
89	0x00c4	f32	attack_f_raycheck_angle_3	param_private	-60
89	0x00c8	f32	attack_f_raycheck_length_4	param_private	
89	0x00cc	f32	attack_f_raycheck_angle_4	param_private	255
89	0x00d0	f32	attack_f_raycheck_length_5	param_private	
89	0x00d4	f32	attack_f_raycheck_angle_5	param_private	240
89	0x00d8	f32	unk_1a0f884116	param_private	0.300000012
89	0x00e0	hash40	attacklw4_ray_check_start_joint_id	param_private	0
89	0x00e8	f32	attacklw4_ray_check_start_offset_x	param_private	0
89	0x00ec	f32	attacklw4_ray_check_start_offset_y	param_private	4
89	0x00f0	f32	attacklw4_ray_check_start_offset_z	param_private	21
89	0x00f8	hash40	attacklw4_ray_check_end_joint_id	param_private	0
89	0x0100	f32	attacklw4_ray_check_end_offset_x	param_private	0
89	0x0104	f32	attacklw4_ray_check_end_offset_y	param_private	-3
89	0x0108	f32	attacklw4_ray_check_end_offset_z	param_private	25
89	0x010c	f32	catch_effect_offset_y	param_private	8
89	0x0110	f32	activate_point_init	param_one_winged	80
89	0x0114	f32	activate_point_init_hp	param_one_winged	65
89	0x0118	f32	activate_point_upper_limit	param_one_winged	999
89	0x011c	i32	start_motion_blend_frame	param_one_winged	0
89	0x0120	i32	end_motion_blend_frame	param_one_winged	20
89	0x0124	i32	deactivate_wing_delete_frame	param_one_winged	10
89	0x0128	i32	flicker_off_frame	param_one_winged	70
89	0x012c	i32	flicker_on_frame	param_one_winged	70
89	0x0130	f32	stock_activate_point	param_one_winged	110
89	0x0134	f32	sudden_death_stock_activate_point	param_one_winged	10
89	0x0138	f32	unk_13bf8cc716	param_one_winged	10
89	0x013c	f32	unk_138381f84f	param_one_winged	20
89	0x0140	f32	unk_1488d13d50	param_one_winged	-15
89	0x0144	f32	unk_14b4dc0209	param_one_winged	-30
89	0x0148	f32	unk_1aacedc1bc	param_one_winged	20
89	0x014c	f32	unk_1579d6ba67	param_one_winged	-5
89	0x0150	f32	deactivate_point_kill	param_one_winged	50
89	0x0154	f32	unk_1da9d06c6d	param_one_winged	0.200000003
89	0x0158	i32	jump_add_count	param_one_winged	1
89	0x015c	f32	jump_height_mul	param_one_winged	0.850000024
89	0x0160	f32	attack_power_mul	param_one_winged	1.29999995
89	0x0164	f32	walk_accel_mul	param_one_winged	1.14999998
89	0x0168	f32	walk_accel_add	param_one_winged	
89	0x016c	f32	walk_speed_max_mul	param_one_winged	
89	0x0170	f32	walk_brake_mul	param_one_winged	
89	0x0174	f32	dash_speed_mul	param_one_winged	1.20000005
89	0x0178	f32	run_accel_mul	param_one_winged	
89	0x017c	f32	run_accel_add	param_one_winged	
89	0x0180	f32	run_speed_max_mul	param_one_winged	1.25
89	0x0184	f32	air_accel_x_mul	param_one_winged	
89	0x0188	f32	air_accel_x_add	param_one_winged	1.10000002
89	0x018c	f32	air_speed_x_stable_mul	param_one_winged	
89	0x0190	f32	air_brake_x_mul	param_one_winged	1.04999995
89	0x0194	f32	air_accel_y_mul	param_one_winged	1.02999997
89	0x0198	f32	air_speed_y_stable_mul	param_one_winged	
89	0x019c	i32	item_jump_aerial_frame	param_one_winged	30
89	0x0230	hash40	ground_jostle_node	param_attack_air_f	0
89	0x0238	f32	ground_jostle_distance	param_attack_air_f	0.699999988
89	0x023c	f32	ground_jostle	param_attack_air_f	7
89	0x0240	f32	after_jump_speed_y	param_attack_air_f	6.9000001
89	0x0244	f32	after_jump_accel_y	param_attack_air_f	
89	0x0248	i32	attack_count_limit	param_attack_air_f	3
89	0x0280	u32	shape_type	map_collision_fire_s	
89	0x0284	f32	up	map_collision_fire_s	4
89	0x0288	f32	down	map_collision_fire_s	-4
89	0x028c	f32	half_width	map_collision_fire_s	4
89	0x0290	u32	shape_type	map_collision_fire_m	
89	0x0294	f32	up	map_collision_fire_m	3.5
89	0x0298	f32	down	map_collision_fire_m	-3.5
89	0x029c	f32	half_width	map_collision_fire_m	3.5
89	0x02a0	u32	shape_type	map_collision_fire_l	
89	0x02a4	f32	up	map_collision_fire_l	2
89	0x02a8	f32	down	map_collision_fire_l	-2
89	0x02ac	f32	half_width	map_collision_fire_l	2
89	0x0310	u32	shape_type	map_collision_flare1	
89	0x0314	f32	up	map_collision_flare1	1.5
89	0x0318	f32	down	map_collision_flare1	-3.5
89	0x031c	f32	half_width	map_collision_flare1	1.5
89	0x03b0	f32	final_start_speed	param_final	2.5999999
89	0x03b4	f32	final_start_vector	param_final	65
89	0x03b8	f32	final_start_motion_rate	param_final	0.5
89	0x03bc	i32	hit_stop_slow_frame	param_final	25
89	0x03c0	i32	final_ready_frame	param_final	15
89	0x03c4	f32	final_finish_attack_angle_min	param_final	
89	0x03c8	f32	final_finish_attack_angle_max	param_final	
89	0x03cc	i32	furafura_frame_min	param_final	400
89	0x03d0	i32	furafura_frame_max	param_final	1200
89	0x03d4	i32	sleep_frame_min	param_final	520
89	0x03d8	i32	sleep_frame_max	param_final	1320
89	0x03dc	i32	stick_reverse_frame_min	param_final	400
89	0x03e0	i32	stick_reverse_frame_max	param_final	1500
89	0x03e4	f32	slow_rate	param_final	2
89	0x03e8	i32	slow_frame_min	param_final	400
89	0x03ec	i32	slow_frame_max	param_final	1500
89	0x03f0	i32	flower_frame_min	param_final	400
89	0x03f4	i32	flower_frame_max	param_final	1800
89	0x03f8	f32	flower_scale	param_final	20
89	0x03fc	f32	ray_check_ground	param_final	10
89	0x0400	f32	ray_check_air	param_final	100
89	0x0404	f32	target_wait_rate	param_final	0.330000013
89	0x0408	f32	near_clip_scene_01	param_final	10
89	0x040c	f32	far_clip_scene_01	param_final	100000
89	0x0410	f32	near_clip_scene_02	param_final	10
89	0x0414	f32	far_clip_scene_02	param_final	
89	0x0418	i32	clear_color_r	param_final	255
89	0x041c	i32	clear_color_g	param_final	255
